Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,AltitudeRange,ConservationStatus,LegalStatus,IsSensitive,ThumbnailUrl
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga wagleri,Perico frentirrojo,aratinga-wagleri,Perico de color verde brillante con una distintiva frente de color rojo intenso. Es una especie gregaria que suele formar bandadas ruidosas en áreas boscosas y cafetales.,1000-2500 msnm,NT,True,False,
Plantae,Tracheophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,Araucaria columnaris,Pino de Cook,araucaria-columnaris,"Conífera de porte columnar muy estilizado, introducida frecuentemente en jardines y parques del Eje Cafetero por su valor estético. No es nativa de Colombia, pero se ha naturalizado en diversos contextos urbanos y rurales.",1000-2500 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Archonias,Archonias flisa,Mariposa blanca de las flores,archonias-flisa,"Mariposa de la familia Pieridae, caracterizada por patrones alares que suelen imitar a otras especies tóxicas para evitar la depredación. Es un polinizador activo en los bosques andinos.",500-2000 msnm,NE,False,False,
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea alba,Garza blanca,ardea-alba,"Ave zancuda de gran tamaño con plumaje blanco puro, pico amarillo y patas oscuras. Es común encontrarla en humedales, lagunas y cerca de los cuerpos de agua del Eje Cafetero.",0-2500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/7/7b/Great_egret_%28Ardea_alba%29_Tobago.jpg
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cocoi,Garza morena,ardea-cocoi,"Ave zancuda de gran tamaño con plumaje grisáceo y cuello largo, común en humedales y cuerpos de agua del Eje Cafetero. Es un depredador oportunista que se alimenta de peces, anfibios e insectos acuáticos.",0-2600 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/0/0c/Ardea_cocoi.jpg
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,Argia,Caballito del diablo,argia,"Género de libélulas pequeñas y delgadas, frecuentemente encontradas cerca de corrientes de agua limpia. Son depredadores activos de pequeños insectos voladores durante su etapa adulta.",500-3000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/151447154/original.jpg
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,Argiope argentata,Araña de jardín plateada,argiope-argentata,"Araña tejedora de orbes caracterizada por su patrón plateado en el cefalotórax y su telaraña con estabilimento en zigzag. Es común en jardines y áreas abiertas, cumpliendo un rol clave como controlador de plagas.",0-2500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia,Aristolochia cordiflora,Guaco,aristolochia-cordiflora,"Planta trepadora con flores de formas peculiares y complejas, adaptada a climas tropicales. Es conocida en la medicina tradicional por sus propiedades supuestamente antiofídicas y antiinflamatorias.",1000-2200 msnm,LC,True,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea,Hongo de miel,armillaria-mellea,Hongo saprófito y parásito que crece en racimos sobre madera en descomposición o árboles vivos. Es conocido por su bioluminiscencia en el micelio y su importancia en la ecología forestal.,1500-2800 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/247136067/large.jpg
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,Arremon assimilis,Saltón gorginegro,arremon-assimilis,Ave paseriforme de hábitos terrestres que habita en el sotobosque húmedo de los Andes. Se caracteriza por su plumaje distintivo y su comportamiento esquivo en zonas de alta densidad vegetal.,1200-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/12739482/original.jpg
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,Arremon brunneinucha,Saltón nuca castaña,arremon-brunneinucha,Ave de tamaño mediano con una banda castaña característica en la nuca y un patrón facial llamativo. Es común en los bordes de bosque y zonas de transición en la región cafetera.,1000-2800 msnm,LC,False,False,
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Murciélago frutero oscuro,artibeus-obscurus,Murciélago de tamaño mediano que desempeña un papel ecológico crucial como dispersor de semillas en ecosistemas neotropicales. Es una especie nocturna que se alimenta principalmente de frutos de diversas especies vegetales.,0-2000 msnm,LC,True,False,https://multimedia20stg.blob.core.windows.net/especies/artibeus-obscurusR.jpg
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Arundina,Arundina graminifolia,Orquídea bambú,arundina-graminifolia,Orquídea terrestre con tallos similares al bambú y flores vistosas de color rosado a púrpura. Es una especie introducida en Colombia que se ha naturalizado en diversas zonas tropicales.,0-1500 msnm,NE,False,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ascalapha,Ascalapha odorata,Mariposa bruja,ascalapha-odorata,"Polilla de gran tamaño, conocida por su coloración oscura y su presencia nocturna en hogares y bosques. En la cultura popular colombiana, a menudo se le asocia con mitos y supersticiones.",0-2500 msnm,LC,False,False,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias curassavica,Platanillo,asclepias-curassavica,"Hierba perenne con flores vistosas de color rojo y amarillo, conocida por ser planta hospedera de mariposas monarca. Contiene látex tóxico en todas sus partes.",0-2500 msnm,LC,False,False,
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio stygius,Búho estigio,asio-stygius,"Ave rapaz nocturna de plumaje oscuro y ojos amarillos, habitante de bosques montanos y áreas abiertas. Es un depredador clave en el control de poblaciones de pequeños mamíferos.",1500-3000 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/7/76/Asio_stygius_-_Stygian_Owl.JPG
Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Asplundia,Asplundia moritziana,Iraca,asplundia-moritziana,"Planta epífita o terrestre con hojas en forma de abanico, característica de los bosques húmedos andinos. Sus fibras son altamente valoradas por su flexibilidad y resistencia.",1000-2500 msnm,LC,False,False,http://sweetgum.nybg.org/images3/1502/507/00879317.jpg
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes flammulata,Piscuiz de anteojos,asthenes-flammulata,Ave pequeña de plumaje estriado que habita principalmente en los páramos y zonas de transición. Es una especie especializada en ambientes de alta montaña.,2800-4000 msnm,LC,True,False,https://static.inaturalist.org/photos/74284087/original.jpeg
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes fuliginosa,Piscuiz fuliginoso,asthenes-fuliginosa,Ave de plumaje pardo oscuro que habita en el sotobosque denso de los bosques andinos. Es una especie elusiva y poco estudiada en comparación con otras aves del género.,2500-3500 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/3/33/White-chinned_Thistletail_-_Ecuador_S4E4517.jpg
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Astragalinus,Astragalinus psaltria,Jilguero andino,astragalinus-psaltria,"Ave pequeña de canto melodioso, común en zonas abiertas y bordes de bosque en el Eje Cafetero. Es un gran dispersor de semillas de plantas herbáceas.",1000-3000 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/59993470/original.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus guentheri,Capitán de río,astroblepus-guentheri,"Pez de agua dulce adaptado a corrientes rápidas de alta montaña, caracterizado por su ventosa bucal. Es un indicador biológico de la calidad del agua en quebradas andinas.",1500-3500 msnm,NE,True,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/guentheri/guentheri_02.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus homodon,Capitán de montaña,astroblepus-homodon,Especie endémica de los Andes colombianos que habita en arroyos de alta pendiente. Posee adaptaciones morfológicas únicas para adherirse a sustratos rocosos.,2000-3500 msnm,DD,True,False,https://www.suedamerikafans.de//astroblepidae/astroblepus/homodon/homodon_02.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus micrescens,Capitán pequeño,astroblepus-micrescens,Pez de pequeño tamaño que habita en las cabeceras de los ríos del Eje Cafetero. Es extremadamente sensible a los cambios en el caudal y la temperatura del agua.,1800-3000 msnm,NE,True,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/micrescens/micrescens_01.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus nicefori,Capitán de Niceforo,astroblepus-nicefori,"Especie de pez de alta montaña, nombrada en honor al naturalista Niceforo María. Habita en aguas frías y oxigenadas de la cordillera central.",2000-3200 msnm,NE,True,False,https://images.phylopic.org/images/35dac003-e0f9-4f52-970c-2c42d5efb719/raster/1024x473.png
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus unifasciatus,Capitán de río,astroblepus-unifasciatus,Pez de agua dulce adaptado a corrientes rápidas de montaña con una ventosa bucal especializada. Es un indicador biológico clave de la calidad del agua en los ecosistemas andinos.,1000-3000 msnm,LC,True,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/unifasciatus/unifasciatus_01.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus ventralis,Capitán de montaña,astroblepus-ventralis,Especie endémica de los Andes colombianos que habita en quebradas de alta pendiente. Posee adaptaciones morfológicas únicas para adherirse a sustratos rocosos en aguas turbulentas.,1500-3200 msnm,NT,True,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/ventralis/ventralis_01.jpg
Plantae,Tracheophyta,Magnoliopsida,Arecales,Arecaceae,Astrocaryum,Astrocaryum malybo,Palma de vino,astrocaryum-malybo,Palma solitaria con tallos espinosos y frutos comestibles. Es una especie importante en la estructura de los bosques secos y húmedos tropicales.,0-1000 msnm,EN,True,True,http://sweetgum.nybg.org/images3/1640/634/02386629.jpg
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax caucanus,Sardina del Cauca,astyanax-caucanus,Pequeño pez de agua dulce muy común en la cuenca del río Cauca. Es un eslabón trófico fundamental en los ecosistemas acuáticos regionales.,500-2000 msnm,LC,False,False,http://mczbase.mcz.harvard.edu/specimen_images/fish/large/30942_Astyanax_caucanus.jpg
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles hybridus,Marimonda del Magdalena,ateles-hybridus,"Primate de gran tamaño, arborícola y frugívoro, crítico para la dispersión de semillas en los bosques andinos. Se encuentra en peligro crítico de extinción debido a la pérdida de hábitat.",0-1500 msnm,CR,True,True,http://upload.wikimedia.org/wikipedia/commons/d/dc/BrownSpiderMonkey_%28edit2%29.jpg
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes albinucha,Gorrión montés de nuca blanca,atlapetes-albinucha,Ave paseriforme de hábitos terrestres que habita en el sotobosque denso de los Andes. Se caracteriza por su plumaje distintivo y su comportamiento esquivo en zonas de alta montaña.,1800-3000 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes flaviceps,Gorrión montés cabeciamarillo,atlapetes-flaviceps,Especie endémica de Colombia con una distribución muy restringida en el Valle del Magdalena y estribaciones de la Cordillera Central. Es una especie amenazada debido a la pérdida de su hábitat natural.,1200-2200 msnm,EN,True,True,
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes pallidinucha,Gorrión montés de nuca pálida,atlapetes-pallidinucha,Ave de tamaño mediano que habita en los bordes de bosque y matorrales de alta montaña. Es un componente clave de la avifauna de los ecosistemas de transición andinos.,2500-3500 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/d/dd/Pale-naped_Brush-Finch_RWD3.jpg
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes schistaceus,Gorrión montés pizarroso,atlapetes-schistaceus,"Ave de plumaje gris oscuro con una corona rojiza, típica de los bosques nublados andinos. Es un ave activa que se desplaza frecuentemente entre el sotobosque y los bordes de bosque.",2000-3200 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/179278616/original.jpeg
Animalia,Arthropoda,Insecta,Trichoptera,Hydrobiosidae,Atopsyche,Atopsyche,Caddisfly (Larvas de tricópteros),atopsyche,Género de insectos acuáticos cuyas larvas construyen refugios de seda y piedras en quebradas de montaña. Son indicadores biológicos fundamentales de la calidad del agua.,1000-3500 msnm,NE,False,False,https://live.staticflickr.com/7300/16209097520_615e6eea74_b.jpg
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,Atractus lehmanni,Culebra tierrera de Lehmann,atractus-lehmanni,"Serpiente pequeña de hábitos fosoriales, endémica de los Andes colombianos. Se caracteriza por su comportamiento inofensivo y su rol como controladora de poblaciones de invertebrados en el suelo.",1500-2500 msnm,DD,True,False,
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,Atractus obesus,Culebra tierrera obesa,atractus-obesus,"Serpiente de cuerpo robusto y hábitos subterráneos, adaptada a los ecosistemas de montaña. Es una especie poco estudiada que contribuye a la salud del suelo mediante la depredación de presas pequeñas.",1800-2800 msnm,DD,True,False,
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta cephalotes,Hormiga arriera,atta-cephalotes,Hormiga cortadora de hojas con una compleja estructura social y simbiosis con hongos. Es reconocida en Colombia por su impacto en la agricultura y su uso tradicional como alimento en algunas regiones.,0-2000 msnm,LC,False,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea amygdalina,Palma de vino,attalea-amygdalina,Palma nativa del Eje Cafetero con frutos ricos en aceites y endospermo comestible. Históricamente utilizada para la extracción de savia fermentada y aprovechamiento de sus semillas.,800-1800 msnm,VU,True,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea,Palma de aceite,attalea-butyracea,Palma de gran porte con frutos oleaginosos y hojas utilizadas tradicionalmente en construcción. Es una especie clave en la estructura de los bosques secos y premontanos.,0-1500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/120296376/original.jpeg
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea cohune,Palma de aceite de cohune,attalea-cohune,Palma de gran porte con hojas pinnadas largas y frutos que contienen semillas ricas en aceites. Es una especie emblemática de los bosques tropicales húmedos con gran capacidad de producción de biomasa.,0-1000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/136590091/original.jpg
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus albivitta,Tucancito andino,aulacorhynchus-albivitta,"Ave de plumaje verde brillante con un pico característico, adaptada a los bosques nublados de los Andes. Es un dispersor de semillas clave en los ecosistemas de alta montaña.",1500-3000 msnm,LC,True,False,
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus haematopygus,Tucancito culirrojo,aulacorhynchus-haematopygus,Ave frugívora de tamaño mediano con una distintiva mancha roja en la rabadilla. Habita en los estratos medios y altos de los bosques húmedos montanos.,1000-2200 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Axinaea,Axinaea colombiana,Cargadero,axinaea-colombiana,"Arbusto o árbol pequeño de la familia Melastomataceae, caracterizado por sus flores con estambres llamativos. Es una especie poco estudiada pero relevante en la estructura del sotobosque andino.",2000-3000 msnm,NE,False,False,https://statics.sibcolombia.net/sib-resources/images/catalogo/miniatura/svg/t-plantas.svg
